o,oPrefLabel,oDefinition,oAltLabels,oBT,oNT,oRT
http://dbpedia.org/resource/Category:Concepts,Concepts,,,Semantics| Mental content| Philosophy of language| Cognitive science| Fundamental categories| Ontology,,
http://dbpedia.org/resource/Category:Concrete,Concrete,,,Structural engineering| Building materials,,
http://dbpedia.org/resource/Category:Conformity,Conformity,,,Organizational behavior| Influence (social and political)| Group processes| Informal fallacies| Systems science| Community organizing,,
http://dbpedia.org/resource/Category:Congo,Congo,,,Geography of Central Africa,,
http://dbpedia.org/resource/Category:Conservation,Conservation,,,Ecology| Natural resource management| Habitat| Environmental ethics,,
http://dbpedia.org/resource/Category:Construction,Construction,,,Real estate,,
http://dbpedia.org/resource/Category:Continents,Continents,,,Landforms| World| Places,,
http://dbpedia.org/resource/Category:Convection,Convection,,,Thermodynamics| Continuum mechanics| Heat transfer| Transport phenomena,,
http://dbpedia.org/resource/Category:Corallinaceae,Corallinaceae,,,Corallinales,,
http://dbpedia.org/resource/Category:Corfu,Corfu,,,Wikipedia categories named after islands| Tourism in Greece| Wikipedia categories named after populated places in Greece| Municipalities of the Ionian Islands (region),,
http://dbpedia.org/resource/Category:Corrosion,Corrosion,,,Materials degradation| Chemical processes| Mechanical failure modes| Electrochemistry| Metallurgy,,
http://dbpedia.org/resource/Category:Corsica,Corsica,,,Mediterranean islands| Regions of France| Wikipedia categories named after islands| Islands of Corsica| Former provinces of France,,
http://dbpedia.org/resource/Category:Craters,Craters,,,Depressions (geology),,
http://dbpedia.org/resource/Category:Cratons,Cratons,,,Plate tectonics,,
http://dbpedia.org/resource/Category:Creationism,Creationism,,,Evolution and religion| Religious cosmologies| Creation myths| Religious controversies,,
http://dbpedia.org/resource/Category:Cretaceous,Cretaceous,,,Mesozoic| Geological periods,,
http://dbpedia.org/resource/Category:Crete,Crete,,,Mediterranean islands| Wikipedia categories named after islands| Islands of Greece| Archipelagoes of the Mediterranean Sea| Traditional geographic divisions of Greece| Administrative regions of Greece| Aegean islands,,
http://dbpedia.org/resource/Category:Cricetidae,Cricetidae,,,Muroid rodents,,
http://dbpedia.org/resource/Category:Crinoidea,Crinoidea,,,Crinozoa,,
http://dbpedia.org/resource/Category:Croatia,Croatia,,,NUTS 1 statistical regions of the European Union| Balkan countries| Southeastern European countries| Slavic countries and territories| Member states of the European Union| Countries in Europe| Southern European countries| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Crystallography,Crystallography,,,Analytical chemistry| Euclidean solid geometry| Biophysics| Mineralogy| Condensed matter physics,,
http://dbpedia.org/resource/Category:Crystals,Crystals,,,Crystalline solids,,
http://dbpedia.org/resource/Category:Cuba,Cuba,,,Island countries| Wikipedia categories named after islands| Countries in the Caribbean| Countries in North America| Former regions and territories of the United States| Communist states| Latin American countries| Wikipedia categories named after countries| Republics| Greater Antilles,,
http://dbpedia.org/resource/Category:Cupressaceae,Cupressaceae,,,Cupressales| Pinales,,
http://dbpedia.org/resource/Category:Curium,Curium,,,Actinides| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Curricula,Curricula,,,Education| Pedagogy| Didactics,,
http://dbpedia.org/resource/Category:Cyanides,Cyanides,,,Nitrogen compounds| Carbon compounds| Inorganic carbon compounds| Hazardous air pollutants,,
http://dbpedia.org/resource/Category:Cyclades,Cyclades,,,Landforms of the South Aegean| Wikipedia categories named after islands| Prefectures of Greece| Archipelagoes of the Mediterranean Sea| Archipelagoes of Greece| Traditional geographic divisions of Greece| Aegean islands,,
http://dbpedia.org/resource/Category:Cyclones,Cyclones,,,,,
http://dbpedia.org/resource/Category:Cyclosilicates,Cyclosilicates,,,Silicate minerals,,
http://dbpedia.org/resource/Category:Cyprinidae,Cyprinidae,,,Cypriniformes,,
http://dbpedia.org/resource/Category:Cyprus,Cyprus,,,Middle Eastern countries| Island countries| Western Asian countries| Mediterranean islands| NUTS 1 statistical regions of the European Union| Wikipedia categories named after islands| Southeastern European countries| Divided regions| Countries in Asia| Member states of the European Union| Member states of the Commonwealth of Nations| Countries in Europe| Southern European countries| Turkish-speaking countries and territories| Wikipedia categories named after countries| States and territories established in 1960| Republics,,
http://dbpedia.org/resource/Category:Czechoslovakia,Czechoslovakia,,,Former countries in Europe| Geography of Central Europe| Czech Republic| Slovakia| History of Central Europe| Wikipedia categories named after former countries| Czech Republic–Slovakia relations| Former Slavic countries| Former republics,,
http://dbpedia.org/resource/Category:DNA,DNA,,,Macromolecules| Nucleic acids| Genetics,,
http://dbpedia.org/resource/Category:Dalmatia,Dalmatia,,,Regions of Croatia| Historical regions in Croatia,,
http://dbpedia.org/resource/Category:Dams,Dams,,,Hydraulic structures| Infrastructure| Buildings and structures by type| Geotechnical engineering| River regulation| Flood control| Water supply infrastructure,,
http://dbpedia.org/resource/Category:Dardanelles,Dardanelles,,,Çanakkale Province| Wikipedia categories named after bodies of water| Straits of Turkey,,
http://dbpedia.org/resource/Category:Data,Data,,,Information technology| Computing| Information,,
http://dbpedia.org/resource/Category:Dates,,,,,,
http://dbpedia.org/resource/Category:Definition,Definition,,,Semantics| Meaning (philosophy of language)| Philosophy of language| Lexicography| Philosophical logic,,
http://dbpedia.org/resource/Category:Deforestation,Deforestation,,,Environmental issues with forests| Forestry| Forests,,
http://dbpedia.org/resource/Category:Demand,Demand,,,Consumer theory,,
http://dbpedia.org/resource/Category:Density,Density,,,Mass| Physical quantities| Rates| Volume,,
http://dbpedia.org/resource/Category:Desertification,Desertification,,,Deserts| Environmental issues| Environmental soil science| Environmental issues with agriculture,,
http://dbpedia.org/resource/Category:Deserts,Deserts,,,Geomorphology| Ecosystems,,
http://dbpedia.org/resource/Category:Development,Development,,,,,
http://dbpedia.org/resource/Category:Devonian,Devonian,,,Geological periods| Paleozoic,,
http://dbpedia.org/resource/Category:Diamond,Diamond,,,Carbon forms| Gemstones| Native element minerals| Superhard materials,,
http://dbpedia.org/resource/Category:Diatremes,Diatremes,,,Intrusions| Volcanoes,,
http://dbpedia.org/resource/Category:Dictionaries,Dictionaries,,,Reference works| Lexicography,,Encyclopedias| Encyclopedias
http://dbpedia.org/resource/Category:Diffraction,Diffraction,,,Physical optics| Crystallography| Spectroscopy| Wave mechanics,,
http://dbpedia.org/resource/Category:Diffusion,Diffusion,,,Transport phenomena,,
http://dbpedia.org/resource/Category:Dikes,Dikes,,,Artificial landforms| Coastal construction| Infrastructure| Geotechnical engineering| Flood control,,
http://dbpedia.org/resource/Category:Distephanus,Distephanus,,,Vernonieae,,
http://dbpedia.org/resource/Category:Djibouti,Djibouti,,,Member states of the Arab League| East African countries| Countries in Africa| Arabic-speaking countries and territories| Horn of Africa| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Dolomites,Dolomites,,,Southern Limestone Alps| World Heritage Sites in Italy| Wikipedia categories named after mountain ranges| Mountain ranges of Trentino| Mountain ranges of South Tyrol,,
http://dbpedia.org/resource/Category:Domes,Domes,,,Roofs| Buildings and structures by shape| Buildings and structures by type| Ceilings,,
http://dbpedia.org/resource/Category:Dominica,Dominica,,,Island countries| Former French colonies| Wikipedia categories named after islands| Countries in the Caribbean| Countries in North America| Member states of the Commonwealth of Nations| English-speaking countries and territories| French North America| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Drainage,Drainage,,,Archaeological features| Horticulture and gardening| Water management| Land management| Building engineering| Landscape architecture,,
http://dbpedia.org/resource/Category:Dunes,Dunes,,,Sand| Coastal and oceanic landforms| Aeolian landforms,,
http://dbpedia.org/resource/Category:Dynamics,,,,,,
http://dbpedia.org/resource/Category:Dysprosium,Dysprosium,,,Chemical elements| Lanthanides| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Earth,Earth,,,Wikipedia categories named after planets| Terrestrial planets| Nature| Planets of the Solar System| Habitable zone planets| Wikipedia categories named after Solar System objects| Places,,
http://dbpedia.org/resource/Category:Earthquakes,Earthquakes,,,Geological hazards| Natural disasters| Seismology| Risk management,,Seismology| Seismology| Seismology| Seismology
http://dbpedia.org/resource/Category:Echinodermata,Echinodermata,,,,,
http://dbpedia.org/resource/Category:Ecology,Ecology,,,Branches of biology| Natural environment| Biogeochemistry,,
http://dbpedia.org/resource/Category:Economics,Economics,,,Economy| Social sciences| Applied sciences,,
http://dbpedia.org/resource/Category:Ecosystems,Ecosystems,,,Biological systems| Ecoregions| Symbiosis| Systems ecology| Biogeography| Classification systems,,
http://dbpedia.org/resource/Category:Ecuador,Ecuador,,,Spanish-speaking countries and territories| Andean Community| Countries in South America| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Education,Education,,,Knowledge sharing| Euthenics| Professional studies,,
http://dbpedia.org/resource/Category:Egypt,Egypt,,,Arab republics| Middle Eastern countries| Western Asian countries| Member states of the Arab League| North African countries| Countries in Africa| Arabic-speaking countries and territories| Countries in Asia| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Einsteinium,Einsteinium,,,Actinides| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Elasmobranchii,Elasmobranchii,,,Cartilaginous fish,,
http://dbpedia.org/resource/Category:Elba,Elba,,,Wikipedia categories named after islands| Province of Livorno| Islands of Tuscany,,
http://dbpedia.org/resource/Category:Electricity,Electricity,,,Electromagnetism,,
http://dbpedia.org/resource/Category:Electrodes,Electrodes,,,Electricity| Electrical conductors| Electrochemistry,,
http://dbpedia.org/resource/Category:Electrolysis,Electrolysis,,,Electrochemistry,,
http://dbpedia.org/resource/Category:Electrolytes,Electrolytes,,,Electrical conductors| Electrochemistry,,
http://dbpedia.org/resource/Category:Electrophoresis,Electrophoresis,,,Instrumental analysis| Biochemistry methods| Separation processes| Molecular biology| Laboratory techniques| Electroanalytical methods,,
http://dbpedia.org/resource/Category:Emergence,Emergence,,,Metaphysics of science| Cybernetics| Artificial life| Concepts in metaphysics| Metaphysics of mind| Evolution| Systems theory,,
http://dbpedia.org/resource/Category:Energy,Energy,,,Nature| Physical universe,,
http://dbpedia.org/resource/Category:England,England,,,Island countries| United Kingdom by country| Germanic countries and territories| Wikipedia categories named after countries| Great Britain,,United Kingdom| United Kingdom| United Kingdom| United Kingdom| United Kingdom
http://dbpedia.org/resource/Category:Enthalpy,Enthalpy,,,Physical quantities| Thermodynamic properties,,
http://dbpedia.org/resource/Category:Entropy,Entropy,,,Dynamical systems| Dynamical systems| Dynamical systems| Physical quantities| Physical quantities| Physical quantities| Thermodynamic properties| Thermodynamic properties| Thermodynamic properties,,Thermodynamic entropy| Quantum mechanical entropy| Entropy and information| Thermodynamic entropy| Quantum mechanical entropy| Entropy and information| Thermodynamic entropy| Quantum mechanical entropy| Entropy and information
http://dbpedia.org/resource/Category:Environment,,,,,,
http://dbpedia.org/resource/Category:Enzymes,Enzymes,,,Proteins by function| Proteins by function| Proteins by function| Proteins by function| Proteins by function| Proteins by function| Proteins by function| Catalysts| Catalysts| Catalysts| Catalysts| Catalysts| Catalysts| Catalysts,,Isomerases| Ligases| Hydrolases| Oxidoreductases| Enzymes by function| Lyases| Transferases| Isomerases| Ligases| Hydrolases| Oxidoreductases| Enzymes by function| Lyases| Transferases
http://dbpedia.org/resource/Category:Eocene,Eocene,,,Geological epochs| Paleogene geochronology,,
http://dbpedia.org/resource/Category:Equations,Equations,,,Mathematical objects| Logical truth,,
http://dbpedia.org/resource/Category:Equidae,Equidae,,,Odd-toed ungulates,,
http://dbpedia.org/resource/Category:Equus,Equus,,,Equidae,,
http://dbpedia.org/resource/Category:Erbium,Erbium,,,Chemical elements| Lanthanides| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Ergs,Ergs,,,Deserts| Dunes| Erosion landforms| Aeolian landforms,,
http://dbpedia.org/resource/Category:Ericaceae,Ericaceae,,,Ericales,,
http://dbpedia.org/resource/Category:Eritrea,Eritrea,,,East African countries| Countries in Africa| Arabic-speaking countries and territories| Horn of Africa| English-speaking countries and territories| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Erosion,Erosion,,,Geological processes| Geomorphology,,
http://dbpedia.org/resource/Category:Esters,Esters,,,Oxygen compounds| Organic compounds| Functional groups,,
http://dbpedia.org/resource/Category:Estonia,Estonia,,,Finno-Ugric countries and territories| Northern European countries| Russian-speaking countries and territories| Post–Russian Empire states| NUTS 1 statistical regions of the European Union| Member states of the European Union| States and territories established in 1918| Countries in Europe| Wikipedia categories named after countries| Baltic states| Republics,,
http://dbpedia.org/resource/Category:Etching,Etching,,,Printmaking,,
http://dbpedia.org/resource/Category:Ethiopia,Ethiopia,,,East African countries| Countries in Africa| Landlocked countries| Federal republics| Horn of Africa| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Euphorbiaceae,Euphorbiaceae,,,Malpighiales,,
http://dbpedia.org/resource/Category:Eurasia,Eurasia,,,Wikipedia categories named after continents| Supercontinents| Afro-Eurasia,,
http://dbpedia.org/resource/Category:Europe,Europe,,,Wikipedia categories named after continents| Afro-Eurasia| Eurasia| Continents,,
http://dbpedia.org/resource/Category:Europium,Europium,,,Chemical elements| Lanthanides| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Evaluation,Evaluation,,,Change management| Value (ethics)| Analysis,,
http://dbpedia.org/resource/Category:Evolution,Evolution,,,Origins| Phenomena| Nature| Change,,
http://dbpedia.org/resource/Category:Exploration,Exploration,,,Social history| Geography| Types of travel,,
http://dbpedia.org/resource/Category:Explosions,Explosions,,,Man-made disasters| Hazards,,
http://dbpedia.org/resource/Category:Extinction,Extinction,,,Ecology| Paleontological concepts and hypotheses| Evolutionarily significant biological phenomena| Death,,
http://dbpedia.org/resource/Category:Feathers,Feathers,,,Bird anatomy| Dinosaur anatomy,,
http://dbpedia.org/resource/Category:Fermium,Fermium,,,Actinides| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Ferroalloys,Ferroalloys,,,Ferrous alloys,,
http://dbpedia.org/resource/Category:Fertilizers,Fertilizers,,,Agricultural soil science| Plant nutrition| Agronomy| Soil improvers| Horticulture and gardening| Agricultural chemicals| Nitrogen cycle| Agriculture| Soil chemistry| Lawn care,,
http://dbpedia.org/resource/Category:Fiji,Fiji,,,Island countries| Archipelagoes of the Pacific Ocean| British Western Pacific Territories| Countries in Oceania| Countries in Melanesia| English-speaking countries and territories| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Filters,Filters,,,Chemical equipment| Chemical equipment| Chemical equipment| Chemical equipment| Filtration| Filtration| Filtration| Filtration| Tools| Tools| Tools| Tools,,Signal processing filter| Spam filtering| Anti-spam| Optical filters| Signal processing filter| Spam filtering| Anti-spam| Optical filters| Signal processing filter| Spam filtering| Anti-spam| Optical filters
http://dbpedia.org/resource/Category:Filtration,Filtration,,,Separation processes,,
http://dbpedia.org/resource/Category:Finland,Finland,,,Swedish-speaking countries and territories| Finno-Ugric countries and territories| Northern European countries| Post–Russian Empire states| Nordic countries| States and territories established in 1917| Member states of the Council of Europe| Member states of the European Union| Countries in Europe| Wikipedia categories named after countries| Republics| Scandinavian countries| Finnish-speaking countries and territories,,
http://dbpedia.org/resource/Category:Fjords,Fjords,,,Glacial erosion landforms| Coastal and oceanic landforms| Inlets,,
http://dbpedia.org/resource/Category:Floods,Floods,,,Flood,,
http://dbpedia.org/resource/Category:Flowers,Flowers,,,Plants| Periodic phenomena| Garden plants,,
http://dbpedia.org/resource/Category:Fluorescence,Fluorescence,,,Luminescence| Spectroscopy,,
http://dbpedia.org/resource/Category:Fluorides,Fluorides,,,Halides| Salts| Fluorine compounds,,
http://dbpedia.org/resource/Category:Fluorite,Fluorite,,,Gemstones| Minerals,,
http://dbpedia.org/resource/Category:Foraminifera,Foraminifera,,,Amoeboids| Rhizaria,,
http://dbpedia.org/resource/Category:Forestry,Forestry,,,Agriculture by type| Resource extraction| Land management| Forests| Applied sciences,,
http://dbpedia.org/resource/Category:Forests,Forests,,,Ecosystems| Ecosystems| Trees| Trees,,Spruce Grove| Orchards| Spruce Grove| Orchards
http://dbpedia.org/resource/Category:Fortran,Fortran,,,Array programming languages| Procedural programming languages| Numerical programming languages| Object-oriented programming languages,,
http://dbpedia.org/resource/Category:Fossils,Fossils,,,Prehistoric life| Fossil record,,
http://dbpedia.org/resource/Category:Foundations,Foundations,,,Organizations by legal status| Legal entities| Philanthropic organizations,,
http://dbpedia.org/resource/Category:Fractals,Fractals,,,Geometric shapes| Functions and mappings| Mathematical analysis| Chaos theory,,
http://dbpedia.org/resource/Category:France,France,,,Member states of the Organisation internationale de la Francophonie| Member states of the Council of Europe| Romance countries and territories| Member states of the European Union| Countries in Europe| French-speaking countries and territories| Wikipedia categories named after countries| Republics| Western European countries,,
http://dbpedia.org/resource/Category:Francium,Francium,,,Alkali metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Friction,Friction,,,Surface science| Force,,
http://dbpedia.org/resource/Category:Fruits,Fruits,,,,,
http://dbpedia.org/resource/Category:Fungi,Fungi,,,Microorganisms| Botanical nomenclature| Cryptogams| Eukaryotes| Mycology,,
http://dbpedia.org/resource/Category:Future,Future,,,Time,,
http://dbpedia.org/resource/Category:Gabon,Gabon,,,Member states of the African Union| Central African countries| Former French colonies| Member states of the Organisation internationale de la Francophonie| Countries in Africa| Bantu countries and territories| French-speaking countries and territories| Wikipedia categories named after countries| States and territories established in 1960| Republics,,
http://dbpedia.org/resource/Category:Gadolinium,Gadolinium,,,Chemical elements| Lanthanides| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Gallium,Gallium,,,Post-transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Gambia,Gambia,,,,,
http://dbpedia.org/resource/Category:Gases,Gases,,,Phases of matter| Transparent materials| Statistical mechanics,,
http://dbpedia.org/resource/Category:Gels,Gels,,,Manmade materials| Soft matter| Colloids,,
http://dbpedia.org/resource/Category:Gemology,Gemology,,,Gemstones| Mineralogy,,
http://dbpedia.org/resource/Category:Geochemistry,Geochemistry,,,Chemistry| Earth sciences| Subfields of geology,,
http://dbpedia.org/resource/Category:Geochronology,Geochronology,,,Radiometric dating| Physical geography| Chronology| Historical geology| Subfields of geology,,
http://dbpedia.org/resource/Category:Geodesy,Geodesy,,,Geomatics| Geophysics| Measurement,,
http://dbpedia.org/resource/Category:Geodynamics,Geodynamics,,,Plate tectonics| Geophysics| Geodesy,,
http://dbpedia.org/resource/Category:Geography,Geography,,,Main topic classifications| Earth sciences| Social sciences,,
http://dbpedia.org/resource/Category:Geology,Geology,,,Earth sciences,,
http://dbpedia.org/resource/Category:Geomagnetism,Geomagnetism,,,Geophysics| Magnetism| Structure of the Earth,,
http://dbpedia.org/resource/Category:Geometry,Geometry,,,Fields of mathematics| Space,,
http://dbpedia.org/resource/Category:Geomicrobiology,Geomicrobiology,,,Microbiology| Geobiology,,
http://dbpedia.org/resource/Category:Geomorphology,Geomorphology,,,Morphology| Physical geography| Landscape| Earth sciences| Subfields of geology,,
http://dbpedia.org/resource/Category:Geophysics,Geophysics,,,Applied and interdisciplinary physics| Earth sciences| Subfields of geology,,
http://dbpedia.org/resource/Category:Geostatistics,Geostatistics,,,Statistical data types| Geographic data and information| Spatial data analysis| Applied statistics,,
http://dbpedia.org/resource/Category:Germanium,Germanium,,,Metalloids| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Germany,Germany,,,Central European countries| Germanic countries and territories| German-speaking countries and territories| Member states of the European Union| Countries in Europe| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Geysers,Geysers,,,Springs (hydrology)| Volcanic landforms,,
http://dbpedia.org/resource/Category:Ghana,Ghana,,,Countries in Africa| Countries in Africa| Countries in Africa| Countries in Africa| Countries in Africa| Countries in Africa| Countries in Africa| West African countries| West African countries| West African countries| West African countries| West African countries| West African countries| West African countries| English-speaking countries and territories| English-speaking countries and territories| English-speaking countries and territories| English-speaking countries and territories| English-speaking countries and territories| English-speaking countries and territories| English-speaking countries and territories| Wikipedia categories named after countries| Wikipedia categories named after countries| Wikipedia categories named after countries| Wikipedia categories named after countries| Wikipedia categories named after countries| Wikipedia categories named after countries| Wikipedia categories named after countries| Republics| Republics| Republics| Republics| Republics| Republics| Republics,,Guinea-Bissau| Equatorial Guinea| French Guiana| Guyana| Papua New Guinea| New Guinea| Guinea| Guinea-Bissau| Equatorial Guinea| French Guiana| Guyana| Papua New Guinea| New Guinea| Guinea| Guinea-Bissau| Equatorial Guinea| French Guiana| Guyana| Papua New Guinea| New Guinea| Guinea| Guinea-Bissau| Equatorial Guinea| French Guiana| Guyana| Papua New Guinea| New Guinea| Guinea| Guinea-Bissau| Equatorial Guinea| French Guiana| Guyana| Papua New Guinea| New Guinea| Guinea
http://dbpedia.org/resource/Category:Gibraltar,Gibraltar,,,Geography of Southwestern Europe| Special territories of the European Union| Former British colonies and protectorates in Europe| British Overseas Territories| Wikipedia categories named after dependent territories| Populated places established in the 8th century| 711 establishments| Iberian Peninsula| Capitals in Europe| Dependent territories in Europe,,
http://dbpedia.org/resource/Category:Glaciers,Glaciers,,,Glacial landforms| Bodies of ice,,
http://dbpedia.org/resource/Category:Gleicheniaceae,Gleicheniaceae,,,Gleicheniales,,
http://dbpedia.org/resource/Category:Gold,Gold,,,Precious metals| Native element minerals| Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Goniatitida,Goniatitida,,,Ammonites by classification,,
http://dbpedia.org/resource/Category:Gorges,Gorges,,,,,
http://dbpedia.org/resource/Category:Grains,Grains,,,Edible nuts and seeds| Edible nuts and seeds,,Edible legumes| Cereals
http://dbpedia.org/resource/Category:Grasslands,Grasslands,,,Biogeography| Ecosystems| Grasses,,
http://dbpedia.org/resource/Category:Gravimetry,Gravimetry,,,Geodesy| Gravitation,,
http://dbpedia.org/resource/Category:Gravitation,Gravitation,,,Statics| Dynamics (mechanics)| Physics| Celestial mechanics| Force,,
http://dbpedia.org/resource/Category:Greece,Greece,,,Member states of the Organisation internationale de la Francophonie| Member states of the Council of Europe| Balkan countries| Southeastern European countries| Member states of the European Union| Countries in Europe| Southern European countries| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Greenland,Greenland,,,Island countries| Special territories of the European Union| Former colonies in North America| Inuit territories| Wikipedia categories named after dependent territories| Nordic countries| Arctic Watershed of North America| Wikipedia categories named after islands| Regions of the Arctic| Denmark| Danish dependencies| Dependent territories in North America,,
http://dbpedia.org/resource/Category:Grenada,Grenada,,,Island countries| Countries in the Caribbean| Countries in North America| Member states of the Commonwealth of Nations| English-speaking countries and territories| Wikipedia categories named after countries,,
http://dbpedia.org/resource/Category:Guadeloupe,Guadeloupe,,,Member states of the Organisation internationale de la Francophonie| Caribbean territories or dependencies| Wikipedia categories named after islands| Islands of Guadeloupe| Leeward Islands (Caribbean)| Wikipedia categories named after former countries| French Caribbean| Overseas departments of France,,
http://dbpedia.org/resource/Category:Guatemala,Guatemala,,,Countries in North America| Wikipedia categories named after countries| Republics| Countries in Central America,,
http://dbpedia.org/resource/Category:Guinea,Guinea,,,Countries in Africa| West African countries| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Guyana,Guyana,,,Socialist states| English-speaking countries and territories| Countries in South America| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Habitat,Habitat,,,Ecological restoration,,
http://dbpedia.org/resource/Category:Hafnium,Hafnium,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Haiti,Haiti,,,Island countries| Member states of the Organisation internationale de la Francophonie| Hispaniola| Countries in the Caribbean| Countries in North America| French-speaking countries and territories| French North America| Wikipedia categories named after countries| Republics| Greater Antilles,,
http://dbpedia.org/resource/Category:Halides,Halides,,,Halogen compounds| Chemical compounds,,
http://dbpedia.org/resource/Category:Halogens,Halogens,,,Sets of chemical elements| Groups in the periodic table,,
http://dbpedia.org/resource/Category:Hawaii,Hawaii,,,Western United States| Archipelagoes of the Pacific Ocean| States of the United States| Geography of Polynesia,,
http://dbpedia.org/resource/Category:Hebrides,Hebrides,,,Archipelagoes of Scotland| Archipelagoes of the Atlantic Ocean| Wikipedia categories named after islands,,
http://dbpedia.org/resource/Category:Helium,Helium,,,Noble gases| Chemical elements| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Herbicides,Herbicides,,,Plants| Horticulture and gardening| Agricultural chemicals| Biocides| Lawn care| Pesticides,,
http://dbpedia.org/resource/Category:Highways,Highways,,,Roads by type| Road infrastructure,,
http://dbpedia.org/resource/Category:Hills,Hills,,,Slope landforms,,
http://dbpedia.org/resource/Category:Himalayas,Himalayas,,,Mountain ranges of Asia| Mountain ranges of Bhutan| Mountain ranges of India| Mountain ranges of Nepal| Wikipedia categories named after mountain ranges| Mountain ranges of the Tibet Autonomous Region| Mountain ranges of Tibet| Mountain ranges of Pakistan,,
http://dbpedia.org/resource/Category:Hispaniola,Hispaniola,,,Spanish West Indies| Islands of Haiti| Wikipedia categories named after islands| Divided regions| Islands of the Dominican Republic| Greater Antilles,,
http://dbpedia.org/resource/Category:Histology,Histology,,,Anatomy,,
http://dbpedia.org/resource/Category:History,History,,,Past| Humanities| Main topic classifications| Social sciences| Past| Humanities| Main topic classifications| Social sciences,,
http://dbpedia.org/resource/Category:Holmium,Holmium,,,Chemical elements| Lanthanides| Wikipedia categories named after chemical elements,,
http://dbpedia.org/resource/Category:Holocene,Holocene,,,Geological epochs| Quaternary geochronology,,
http://dbpedia.org/resource/Category:Holography,Holography,,,3D imaging| Optics| Virtual reality,,
http://dbpedia.org/resource/Category:Homonymy,Homonymy,,,Semantics| Ambiguity| Lexical semantics| Types of words,,
http://dbpedia.org/resource/Category:Honduras,Honduras,,,Spanish-speaking countries and territories| Countries in North America| Wikipedia categories named after countries| Republics| Countries in Central America,,
http://dbpedia.org/resource/Category:Hungary,Hungary,,,Finno-Ugric countries and territories| Central European countries| Member states of the Council of Europe| Landlocked countries| Member states of the European Union| Hungarian-speaking countries and territories| Countries in Europe| Wikipedia categories named after countries| Republics,,
http://dbpedia.org/resource/Category:Hurricanes,Hurricanes,,,,,
http://dbpedia.org/resource/Category:Hydrates,Hydrates,,,Forms of water| Oxygen compounds| Hydrogen compounds| Chemical compounds| Water chemistry,,
http://dbpedia.org/resource/Category:Hydraulics,Hydraulics,,,Fluid power| Fluid dynamics,,
http://dbpedia.org/resource/Category:Hydrocarbons,Hydrocarbons,,,Hydrides| Organic compounds,,
http://dbpedia.org/resource/Category:Hydrogen,Hydrogen,,,Diatomic nonmetals| Chemical elements| Wikipedia categories named after chemical elements| Alternative fuels,,
http://dbpedia.org/resource/Category:Hydrogeology,Hydrogeology,,,Hydrology| Aquifers| Subfields of geology,,
http://dbpedia.org/resource/Category:Hydrology,Hydrology,,,Physical geography| Water,,
http://dbpedia.org/resource/Category:Hydroxides,Hydroxides,,,Oxygen compounds| Bases (chemistry)| Hydrogen compounds,,
http://dbpedia.org/resource/Category:Hydrozoa,Hydrozoa,,,Cnidarians,,
http://dbpedia.org/resource/Category:Hymenoptera,Hymenoptera,,,Insects by classification,,Wasps
http://dbpedia.org/resource/Category:Ice,Ice,,,Crystalline solids,,Water ice
http://dbpedia.org/resource/Category:Icebergs,Icebergs,,,Sea ice| Bodies of ice,,
http://dbpedia.org/resource/Category:Iceland,Iceland,,,Island countries| Northern European countries| Nordic countries| Wikipedia categories named after islands| Germanic countries and territories| Volcanic islands| Islands of the North Atlantic Ocean| Countries in Europe| Wikipedia categories named after countries| Republics| Scandinavian countries,,
