Broaders Of THIST Concept;THIST Concept's PrefLabel;THIST Concept  URI;AGROVOC Concept URI;Agrovoc Concept's PrefLabel;Broaders Of  Agrovoc Concept;"E =ExactMAtch ; C= CloseMatch ; B= broaderMatch ; N= NarrowMAtch   NA= in corrispondenza di una della righe dei mapping che secondo voi non sono da accettare;  (definizioni  relazioni di mapping sono rintracciabili su http://www.w3.org/TR/skos-reference/#mapping)";If E the 1;If C the 1;If N the 1;if Na 
Invertebrata| Arthropoda| Crustacea| Mandibulata;Malacostraca;http://linkeddata.ge.imati.cnr.it/resource/ThIST/decapoda;http://aims.fao.org/aos/agrovoc/c_2141;Decapoda;Malacostraca| Malacostraca| Malacostraca| Malacostraca;E;1;0;0;0
Invertebrata| Arthropoda| Crustacea| Mandibulata;Branchiopoda;http://linkeddata.ge.imati.cnr.it/resource/ThIST/conchostraca;http://aims.fao.org/aos/agrovoc/c_1058;Branchiopoda;Crustacea| Crustacea| Crustacea| Crustacea;N;0;0;1;0
Invertebrata| Arthropoda| Crustacea| Mandibulata;Malacostraca;http://linkeddata.ge.imati.cnr.it/resource/ThIST/decapoda;http://aims.fao.org/aos/agrovoc/c_4530;Malacostraca;Crustacea| Crustacea| Crustacea| Crustacea;N;0;0;1;0
Invertebrata| Arthropoda| Hymenopteroida| Insecta| Mandibulata;Hymenoptera;http://linkeddata.ge.imati.cnr.it/resource/ThIST/hymenoptera;http://aims.fao.org/aos/agrovoc/c_3751;Hymenoptera;Insecta| Insecta| Insecta| Insecta| Insecta;E;1;0;0;0
Invertebrata| Arthropoda| Insecta| Lepidopteroida| Mandibulata;Lepidoptera;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lepidoptera;http://aims.fao.org/aos/agrovoc/c_4268;Lepidoptera;Insecta| Insecta| Insecta| Insecta| Insecta;E;1;0;0;0
Invertebrata| Arthropoda| Insecta| Mandibulata;Heteroptera;http://linkeddata.ge.imati.cnr.it/resource/ThIST/heteroptera;http://aims.fao.org/aos/agrovoc/c_3585;Heteroptera;Hemiptera| Hemiptera| Hemiptera| Hemiptera;E;1;0;0;0
Invertebrata| Arthropoda| Insecta| Mandibulata;Plecoptera;http://linkeddata.ge.imati.cnr.it/resource/ThIST/plecoptera;http://aims.fao.org/aos/agrovoc/c_6009;Plecoptera;Insecta| Insecta| Insecta| Insecta;E;1;0;0;0
Invertebrata| Arthropoda| Insecta| Mandibulata| Odonatopteroida;Odonata;http://linkeddata.ge.imati.cnr.it/resource/ThIST/odonata;http://aims.fao.org/aos/agrovoc/c_5312;Odonata;Insecta| Insecta| Insecta| Insecta| Insecta;E;1;0;0;0
Invertebrata| Arthropoda| Mandibulata;Crustacea;http://linkeddata.ge.imati.cnr.it/resource/ThIST/crustacea;http://aims.fao.org/aos/agrovoc/c_1984;Crustacea;Arthropoda| Arthropoda| Arthropoda;E;1;0;0;0
Invertebrata| Arthropoda| Mandibulata;Insecta;http://linkeddata.ge.imati.cnr.it/resource/ThIST/insecta;http://aims.fao.org/aos/agrovoc/c_3890;Insecta;Hexapoda| Hexapoda| Hexapoda;E;1;0;0;0
Invertebrata| Arthropoda| Mandibulata;Myriapoda;http://linkeddata.ge.imati.cnr.it/resource/ThIST/myriapoda;http://aims.fao.org/aos/agrovoc/c_5037;Myriapoda;Arthropoda| Arthropoda| Arthropoda;E;1;0;0;0
Invertebrata| Asterozoa| Echinodermata| Stelleroidea;Asteroidea;http://linkeddata.ge.imati.cnr.it/resource/ThIST/asteroidea;http://aims.fao.org/aos/agrovoc/c_32011;Asteroidea;Echinodermata| Echinodermata| Echinodermata| Echinodermata;E;1;0;0;0
Invertebrata| Asterozoa| Echinodermata| Stelleroidea;Ophiuroidea;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ophiuroidea;http://aims.fao.org/aos/agrovoc/c_49360;Ophiuroidea;Echinodermata| Echinodermata| Echinodermata| Echinodermata;E;1;0;0;0
Invertebrata| Bivalvia| Cardiidae| Mollusca;Cardium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cardium;http://aims.fao.org/aos/agrovoc/c_1318;Cardium;Bivalvia| Bivalvia| Bivalvia| Bivalvia;E;1;0;0;0
Invertebrata| Bivalvia| Carditida| Mollusca;Carditidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/carditidae;http://aims.fao.org/aos/agrovoc/c_48466;Carditidae;Bivalvia| Bivalvia| Bivalvia| Bivalvia;E;1;0;0;0
Invertebrata| Bivalvia| Mollusca;Cardiidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cardiidae;http://aims.fao.org/aos/agrovoc/c_48374;Cardiidae;Bivalvia| Bivalvia| Bivalvia;E;1;0;0;0
Invertebrata| Bivalvia| Mollusca;Glycymeris;http://linkeddata.ge.imati.cnr.it/resource/ThIST/glycymeris;http://aims.fao.org/aos/agrovoc/c_3311;Glycymeris;Bivalvia| Bivalvia| Bivalvia;E;1;0;0;0
Invertebrata| Bivalvia| Mollusca;Lucinidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lucinidae;http://aims.fao.org/aos/agrovoc/c_48450;Lucinidae;Bivalvia| Bivalvia| Bivalvia;E;1;0;0;0
Invertebrata| Bivalvia| Mollusca;Mactra;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mactra;http://aims.fao.org/aos/agrovoc/c_4509;Mactra;Bivalvia| Bivalvia| Bivalvia;E;1;0;0;0
Invertebrata| Bivalvia| Mollusca;Mercenaria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mercenaria;http://aims.fao.org/aos/agrovoc/c_4749;Mercenaria;Bivalvia| Bivalvia| Bivalvia;E;1;0;0;0
Invertebrata| Bivalvia| Mollusca;Mytilus;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mytilus;http://aims.fao.org/aos/agrovoc/c_5055;Mytilus;Bivalvia| Bivalvia| Bivalvia;E;1;0;0;0
Invertebrata| Bivalvia| Mollusca;Nuculanidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nuculanidae;http://aims.fao.org/aos/agrovoc/c_48476;Nuculanidae;Bivalvia| Bivalvia| Bivalvia;E;1;0;0;0
Invertebrata| Bivalvia| Mollusca;Unionidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/unionidae;http://aims.fao.org/aos/agrovoc/c_47907;Unionidae;Bivalvia| Bivalvia| Bivalvia;E;1;0;0;0
Invertebrata| Bivalvia| Mollusca| Mytilus;Mytilus edulis;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mytilusedulis;http://aims.fao.org/aos/agrovoc/c_31154;Mytilus edulis;Mytilidae| Mytilidae| Mytilidae| Mytilidae;E;1;0;0;0
Invertebrata| Bivalvia| Mollusca| Mytilus;Mytilus edulis;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mytilusedulis;http://aims.fao.org/aos/agrovoc/c_31154;Mytilus edulis;Mytilus| Mytilus| Mytilus| Mytilus;E;1;0;0;0
Invertebrata| Bivalvia| Mollusca| Ostreacea;Ostreidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ostreidae;http://aims.fao.org/aos/agrovoc/c_47935;Ostreidae;Bivalvia| Bivalvia| Bivalvia| Bivalvia;E;1;0;0;0
Invertebrata| Bivalvia| Mollusca| Ostreacea| Ostreidae;Ostrea;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ostrea;http://aims.fao.org/aos/agrovoc/c_5447;Ostrea;Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia;E;1;0;0;0
Invertebrata| Bivalvia| Mollusca| Pectinacea| Pteriina;Pectinidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/pectinidae;http://aims.fao.org/aos/agrovoc/c_47979;Pectinidae;Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia;E;1;0;0;0
Invertebrata| Coelenterata;Anthozoa;http://linkeddata.ge.imati.cnr.it/resource/ThIST/anthozoa;http://aims.fao.org/aos/agrovoc/c_49228;Anthozoa;Cnidaria| Cnidaria;E;1;0;0;0
Invertebrata| Coelenterata;Hydrozoa;http://linkeddata.ge.imati.cnr.it/resource/ThIST/hydrozoa;http://aims.fao.org/aos/agrovoc/c_49208;Hydrozoa;Cnidaria| Cnidaria;E;1;0;0;0
Invertebrata| Coelenterata;Scyphozoa;http://linkeddata.ge.imati.cnr.it/resource/ThIST/scyphozoa;http://aims.fao.org/aos/agrovoc/c_49213;Scyphozoa;Cnidaria| Cnidaria;E;1;0;0;0
Invertebrata| Crinozoa| Echinodermata;Crinoidea;http://linkeddata.ge.imati.cnr.it/resource/ThIST/crinoidea;http://aims.fao.org/aos/agrovoc/c_49428;Crinoidea;Echinodermata| Echinodermata| Echinodermata;E;1;0;0;0
Invertebrata| Echinodermata| Echinozoa;Echinoidea;http://linkeddata.ge.imati.cnr.it/resource/ThIST/echinoidea;http://aims.fao.org/aos/agrovoc/c_32012;Echinoidea;Echinodermata| Echinodermata| Echinodermata;E;1;0;0;0
Invertebrata| Echinodermata| Echinozoa;Holothuroidea;http://linkeddata.ge.imati.cnr.it/resource/ThIST/holothuroidea;http://aims.fao.org/aos/agrovoc/c_29220;Holothuroidea;Echinodermata| Echinodermata| Echinodermata;E;1;0;0;0
Invertebrata| Gastropoda| Mesogastropoda| Mollusca;Cerithiidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cerithiidae;http://aims.fao.org/aos/agrovoc/c_47682;Cerithiidae;Gastropoda| Gastropoda| Gastropoda| Gastropoda;E;1;0;0;0
Invertebrata| Gastropoda| Mollusca;Harpidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/harpidae;http://aims.fao.org/aos/agrovoc/c_47813;Harpidae;Gastropoda| Gastropoda| Gastropoda;E;1;0;0;0
Invertebrata| Gastropoda| Mollusca;Naticidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/naticidae;http://aims.fao.org/aos/agrovoc/c_47570;Naticidae;Gastropoda| Gastropoda| Gastropoda;E;1;0;0;0
Invertebrata| Gastropoda| Mollusca;Turritellidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/turritellidae;http://aims.fao.org/aos/agrovoc/c_47739;Turritellidae;Gastropoda| Gastropoda| Gastropoda;E;1;0;0;0
Invertebrata| microfossils;Protista;http://linkeddata.ge.imati.cnr.it/resource/ThIST/protista;http://aims.fao.org/aos/agrovoc/c_330951;Protista;Eukaryota| Eukaryota;E;1;0;0;0
Invertebrata| microfossils;Protista;http://linkeddata.ge.imati.cnr.it/resource/ThIST/protista;http://aims.fao.org/aos/agrovoc/c_6268;Protozoa;Animalia| Animalia;E;1;0;0;0
Invertebrata| microfossils| Arthropoda| Crustacea| Mandibulata;Ostracoda;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ostracoda;http://aims.fao.org/aos/agrovoc/c_5446;Ostracoda;Crustacea| Crustacea| Crustacea| Crustacea| Crustacea;E;1;0;0;0
Invertebrata| Mollusca;Polyplacophora;http://linkeddata.ge.imati.cnr.it/resource/ThIST/amphineura;http://aims.fao.org/aos/agrovoc/c_13497;Polyplacophora;Mollusca| Mollusca;E;1;0;0;0
Invertebrata| Mollusca;Aplacophora;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aplacophora;http://aims.fao.org/aos/agrovoc/c_8875;Aplacophora;Mollusca| Mollusca;E;1;0;0;0
Invertebrata| Mollusca;Bivalvia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bivalvia;http://aims.fao.org/aos/agrovoc/c_942;Bivalvia;Mollusca| Mollusca;E;1;0;0;0
Invertebrata| Mollusca;Cephalopoda;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cephalopoda;http://aims.fao.org/aos/agrovoc/c_1456;Cephalopoda;Mollusca| Mollusca;E;1;0;0;0
Invertebrata| Mollusca;Gastropoda;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gastropoda;http://aims.fao.org/aos/agrovoc/c_3201;Gastropoda;Mollusca| Mollusca;E;1;0;0;0
Invertebrata| Mollusca;Scaphopoda;http://linkeddata.ge.imati.cnr.it/resource/ThIST/scaphopoda;http://aims.fao.org/aos/agrovoc/c_6841;Scaphopoda;Mollusca| Mollusca;E;1;0;0;0
Invertebrata| worms;Annelida;http://linkeddata.ge.imati.cnr.it/resource/ThIST/annelida;http://aims.fao.org/aos/agrovoc/c_447;Annelida;Animalia| Animalia;E;1;0;0;0
Invertebrata| worms;Chaetognatha;http://linkeddata.ge.imati.cnr.it/resource/ThIST/chaetognatha;http://aims.fao.org/aos/agrovoc/c_1490;Chaetognatha;Animalia| Animalia;E;1;0;0;0
Invertebrata| worms;Phoronida;http://linkeddata.ge.imati.cnr.it/resource/ThIST/phoronida;http://aims.fao.org/aos/agrovoc/c_5799;Phoronida;Animalia| Animalia;E;1;0;0;0
Invertebrata| worms;Pogonophora;http://linkeddata.ge.imati.cnr.it/resource/ThIST/pogonophora;http://aims.fao.org/aos/agrovoc/c_6048;Pogonophora;Animalia| Animalia;E;1;0;0;0
Isernia Italy;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fornelli;http://aims.fao.org/aos/agrovoc/c_16366;Stoves;Equipment;E;1;0;0;0
Isernia Italy;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/miranda;http://aims.fao.org/aos/agrovoc/c_4861;Miranda;Venezuela (Bolivarian Republic of);E;1;0;0;0
Italy;Abruzzo Italy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/abruzzo;http://aims.fao.org/aos/agrovoc/c_24;Abruzzi;Italy;E;1;0;0;0
Italy;Basilicata Italy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/basilicata;http://aims.fao.org/aos/agrovoc/c_838;Basilicata;Italy;E;1;0;0;0
Italy;Calabria Italy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/calabria;http://aims.fao.org/aos/agrovoc/c_1188;Calabria;Italy;E;1;0;0;0
Italy;Campania Italy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/campania;http://aims.fao.org/aos/agrovoc/c_1230;Campania;Italy;E;1;0;0;0
Italy;Emilia-Romagna Italy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/emiliaromagna;http://aims.fao.org/aos/agrovoc/c_2548;Emilia Romagna;Italy;E;1;0;0;0
Italy;Friuli-Venezia Giulia Italy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/friuliveneziagiulia;http://aims.fao.org/aos/agrovoc/c_3110;Friuli Venezia Giulia;Italy;E;1;0;0;0
Italy;Molise Italy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/molise;http://aims.fao.org/aos/agrovoc/c_4894;Molise;Italy;E;1;0;0;0
Italy;Apulia Italy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/puglia;http://aims.fao.org/aos/agrovoc/c_548;Apulia;Italy;E;1;0;0;0
Italy;Veneto Italy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/veneto;http://aims.fao.org/aos/agrovoc/c_8185;Veneto;Italy;E;1;0;0;0
Japan;Pacific Ocean;http://linkeddata.ge.imati.cnr.it/resource/ThIST/oceanopacifico;http://aims.fao.org/aos/agrovoc/c_5493;Pacific Ocean;Marine areas;E;1;0;0;0
lacustrine features| Cosenza Italy;lakes;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lago;http://aims.fao.org/aos/agrovoc/c_4160;Lakes;Inland waters| Inland waters;E;1;0;0;0
lacustrine features| Cosenza Italy;lakes;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lago;http://aims.fao.org/aos/agrovoc/c_4160;Lakes;Surface water| Surface water;E;1;0;0;0
Latin America| Caribbean region| Central America| Antilles| Greater Antilles;Cuba;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cuba;http://aims.fao.org/aos/agrovoc/c_1997;Cuba;Caribbean| Caribbean| Caribbean| Caribbean| Caribbean;E;1;0;0;0
Latin America| Central America;Costa Rica;http://linkeddata.ge.imati.cnr.it/resource/ThIST/costarica;http://aims.fao.org/aos/agrovoc/c_1920;Costa Rica;Central America| Central America;E;1;0;0;0
Latin America| Central America;El Salvador;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elsalvador;http://aims.fao.org/aos/agrovoc/c_2508;El Salvador;Central America| Central America;E;1;0;0;0
Latin America| Central America| Guatemala City Guatemala| Guatemala;Guatemala;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guatemala;http://aims.fao.org/aos/agrovoc/c_3418;Guatemala;Central America| Central America| Central America| Central America;E;1;0;0;0
Latin America| Central America| Guatemala City Guatemala| Guatemala;Guatemala City Guatemala;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guatemala;http://aims.fao.org/aos/agrovoc/c_3418;Guatemala;Central America| Central America| Central America| Central America;E;1;0;0;0
Latin America| Central America| Panama City Panama| Panama;Panama;http://linkeddata.ge.imati.cnr.it/resource/ThIST/panama;http://aims.fao.org/aos/agrovoc/c_5524;Panama;Central America| Central America| Central America| Central America;E;1;0;0;0
Latin America| Central America| Panama City Panama| Panama;Panama City Panama;http://linkeddata.ge.imati.cnr.it/resource/ThIST/panama;http://aims.fao.org/aos/agrovoc/c_5524;Panama;Central America| Central America| Central America| Central America;E;1;0;0;0
Latin America| South America;Chile;http://linkeddata.ge.imati.cnr.it/resource/ThIST/chile;http://aims.fao.org/aos/agrovoc/c_1548;Chile;South America| South America;E;1;0;0;0
Latin America| South America;Colombia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/colombia;http://aims.fao.org/aos/agrovoc/c_1767;Colombia;South America| South America;E;1;0;0;0
Latin America| South America;Ecuador;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ecuador;http://aims.fao.org/aos/agrovoc/c_2485;Ecuador;South America| South America;E;1;0;0;0
Latin America| South America;Paraguay;http://linkeddata.ge.imati.cnr.it/resource/ThIST/paraguay;http://aims.fao.org/aos/agrovoc/c_5560;Paraguay;South America| South America;E;1;0;0;0
Latin America| South America;PerÃ¹;http://linkeddata.ge.imati.cnr.it/resource/ThIST/peru;http://aims.fao.org/aos/agrovoc/c_5725;Peru;South America| South America;E;1;0;0;0
Latin America| South America;Uruguay;http://linkeddata.ge.imati.cnr.it/resource/ThIST/uruguay;http://aims.fao.org/aos/agrovoc/c_8113;Uruguay;South America| South America;E;1;0;0;0
Lecco Italy;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/caglio;http://aims.fao.org/aos/agrovoc/c_24075;Rennet;Enzyme preparations;NA;0;0;0;1
marine installations;breakwaters;http://linkeddata.ge.imati.cnr.it/resource/ThIST/frangiflutti;http://aims.fao.org/aos/agrovoc/c_1074;Breakwaters;Hydraulic structures;E;1;0;0;0
Martinique;Martinique;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fort-de-france;http://aims.fao.org/aos/agrovoc/c_4635;Martinique;French West Indies;E;1;0;0;0
mass movements;landslides;http://linkeddata.ge.imati.cnr.it/resource/ThIST/frana;http://aims.fao.org/aos/agrovoc/c_4187;Landslides;Erosion;E;1;0;0;0
mass movements;landslides;http://linkeddata.ge.imati.cnr.it/resource/ThIST/frana;http://aims.fao.org/aos/agrovoc/c_4187;Landslides;Natural disasters;E;1;0;0;0
mass movements;avalanches;http://linkeddata.ge.imati.cnr.it/resource/ThIST/valanga;http://aims.fao.org/aos/agrovoc/c_727;Avalanches;Natural disasters;E;1;0;0;0
Mediterranean region| Southern Europe| Spain;Balearic Islands;http://linkeddata.ge.imati.cnr.it/resource/ThIST/isolebaleari;http://aims.fao.org/aos/agrovoc/c_63329;Balearic Islands;Spain| Spain| Spain;E;1;0;0;0
Mediterranean Sea| East Mediterranean;Adriatic Sea;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mareadriatico;http://aims.fao.org/aos/agrovoc/c_136;Adriatic Sea;Mediterranean Sea| Mediterranean Sea;E;1;0;0;0
Mediterranean Sea| East Mediterranean;Black Sea;http://linkeddata.ge.imati.cnr.it/resource/ThIST/marnero;http://aims.fao.org/aos/agrovoc/c_946;Black Sea;Seas| Seas;E;1;0;0;0
Mediterranean Sea| West Mediterranean;Gulf of Lion;http://linkeddata.ge.imati.cnr.it/resource/ThIST/golfodelleone;http://aims.fao.org/aos/agrovoc/c_50099;Gulf of Lion;Mediterranean Sea| Mediterranean Sea;E;1;0;0;0
Mediterranean Sea| West Mediterranean;Gulf of Lion;http://linkeddata.ge.imati.cnr.it/resource/ThIST/golfodelleone;http://aims.fao.org/aos/agrovoc/c_50099;Gulf of Lion;gulfs| gulfs;E;1;0;0;0
metals;aluminum;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alluminio;http://aims.fao.org/aos/agrovoc/c_317;Aluminium;Metallic elements;E;1;0;0;0
metals;antimony;http://linkeddata.ge.imati.cnr.it/resource/ThIST/antimonio;http://aims.fao.org/aos/agrovoc/c_510;Antimony;Metallic elements;E;1;0;0;0
metals;silver;http://linkeddata.ge.imati.cnr.it/resource/ThIST/argento;http://aims.fao.org/aos/agrovoc/c_7068;Silver;Transition elements;E;1;0;0;0
metals;arsenic;http://linkeddata.ge.imati.cnr.it/resource/ThIST/arsenico;http://aims.fao.org/aos/agrovoc/c_629;Arsenic;Semimetals;E;1;0;0;0
metals;actinides;http://linkeddata.ge.imati.cnr.it/resource/ThIST/attinidi;http://aims.fao.org/aos/agrovoc/c_106;Actinides;Transition elements;E;1;0;0;0
metals;bismuth;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bismuto;http://aims.fao.org/aos/agrovoc/c_938;Bismuth;Metallic elements;E;1;0;0;0
metals;cadmium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cadmio;http://aims.fao.org/aos/agrovoc/c_1178;Cadmium;Transition elements;E;1;0;0;0
metals;cobalt;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cobalto;http://aims.fao.org/aos/agrovoc/c_1702;Cobalt;Transition elements;E;1;0;0;0
metals;chromium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cromo;http://aims.fao.org/aos/agrovoc/c_1595;Chromium;Transition elements;E;1;0;0;0
metals;iron;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ferro;http://aims.fao.org/aos/agrovoc/c_3950;Iron;Transition elements;E;1;0;0;0
metals;indium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/indio;http://aims.fao.org/aos/agrovoc/c_32485;Indium;Metallic elements;E;1;0;0;0
metals;manganese;http://linkeddata.ge.imati.cnr.it/resource/ThIST/manganese;http://aims.fao.org/aos/agrovoc/c_4570;Manganese;Transition elements;E;1;0;0;0
metals;mercury;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mercurio;http://aims.fao.org/aos/agrovoc/c_4751;Mercury;Transition elements;E;1;0;0;0
metals;molybdenum;http://linkeddata.ge.imati.cnr.it/resource/ThIST/molibdeno;http://aims.fao.org/aos/agrovoc/c_4901;Molybdenum;Transition elements;E;1;0;0;0
metals;nickel;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nichel;http://aims.fao.org/aos/agrovoc/c_5172;Nickel;Transition elements;E;1;0;0;0
metals;gold;http://linkeddata.ge.imati.cnr.it/resource/ThIST/oro;http://aims.fao.org/aos/agrovoc/c_33067;Gold;Transition elements;E;1;0;0;0
metals;lead;http://linkeddata.ge.imati.cnr.it/resource/ThIST/piombo;http://aims.fao.org/aos/agrovoc/c_4235;Lead;Metallic elements;E;1;0;0;0
metals;copper;http://linkeddata.ge.imati.cnr.it/resource/ThIST/rame;http://aims.fao.org/aos/agrovoc/c_1868;Copper;Transition elements;E;1;0;0;0
metals;thallium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tallio;http://aims.fao.org/aos/agrovoc/c_7702;Thallium;Metallic elements;E;1;0;0;0
metals;technetium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tecnezio;http://aims.fao.org/aos/agrovoc/c_24905;Technetium;Transition elements;E;1;0;0;0
metals;titanium;http://linkeddata.ge.imati.cnr.it/resource/ThIST/titanio;http://aims.fao.org/aos/agrovoc/c_32704;Titanium;Transition elements;E;1;0;0;0
